,Pub Date,Headline+abstract,predicted
2542,2019-08-14,"The Best To-Do List App : A good to-do list app isn’t just a dashboard of your life’s obligations—it can be the control room that makes it possible to keep chaos at bay. Plenty of free apps can handle basic shopping or chore lists, but our favorite paid options, TickTick and Things 3 (for Mac and iOS only), have flexible organization...",1.0
2541,2019-08-19,"The Season When Fruit Consumes Us : Every summer, writes Chia-Chia Lin, the trees in her yard become heavy with ripe fruit — apples, pears and plums — and life becomes a race to capture their abundance.",1.0
2546,2019-08-23,"Apple’s Watch Is Smarter, but My Casio Keeps Getting the Job Done : Casio’s basic watches have barely changed in decades, a rare achievement as planned obsolescence is elevated to a corporate art form, our columnist says.",1.0
2549,2019-08-26,"Lawsuit Over Computer Chips Invokes Trade War With China : Globalfoundries has accused T.S.M.C., a competitor in Taiwan, of infringing on 16 patents in a suit that could also affect companies like Apple and Google.",0.0
2559,2019-09-08,"How Each Big Tech Company May Be Targeted by Regulators : While Amazon, Apple, Facebook and Google have all drawn attention to how they dominate markets, the reasons are as different as the companies.",1.0
2562,2019-09-08,"The Week in Business: Walmart Takes a Stand on Gun Control, and Brexit Goes Off the Rails : Plus, YouTube promises to stop collecting data from children, and Apple unveils new iPhones.",1.0
2558,2019-09-09,"How Apple’s Apps Topped Rivals in the App Store It Controls : The top results of many common searches in the company’s App Store were packed with its own apps, as concerns grow that Apple may be tipping the scales in its own favor.",0.0
2563,2019-09-10,"It’s a New Morning for Jennifer Aniston : Fifteen years after “Friends,” she is returning to TV in Apple’s “The Morning Show” as a news anchor dealing with ageism, sexism and her co-host’s misconduct.",1.0
2557,2019-09-10,"Apple’s iPhone 11 Has a New Feature: A Lower Price : The iPhone 11, Apple’s entry-level phone, will start at $700, compared with $750 for the comparable model last year.",2.0
2566,2019-09-10,"Apple, China, John Bolton: Your Wednesday Briefing : Apple's shiny new gadgets.",1.0
2569,2019-09-11,The Last Apple Keynote (Let’s Hope) : The company’s product launch pageant has become a parody. Time to call it quits.,0.0
2567,2019-09-11,"Apple TV Plus Is Just $5. Will People Pay for It? : Apple, offering much less programming than streaming rivals, will court subscribers by emphasizing its quality.",1.0
2568,2019-09-13,"Iger Departs Board of Apple, Disney’s New Streaming Competitor : Robert A. Iger, Disney’s chief executive and chairman, had been on the board since 2011. But both companies will debut streaming services next month.",1.0
2574,2019-09-17,IPhone 11 and 11 Pro Review: Thinking Differently in the Golden Age of Smartphones : This is not your typical gadget review. That’s because it is time to rethink when to upgrade your iPhone.,1.0
2570,2019-09-18,"My Mother’s Best (and Only) Recipe: Baked Apples : A workingwoman of the ’50s, my mother did not cook — except for this one perfect dish.",1.0
2571,2019-09-20,"Congress Asks More Than 80 Companies for Big Tech Complaints : House lawmakers asked the companies for information on how their businesses had been affected by Amazon, Apple, Facebook and Google.",1.0
2578,2019-09-23,Apple Keeps Making Computer in Texas After Tariff Waivers : Apple’s announcement ended a monthslong public dance with the White House over tariffs and the company’s ability to build products in the United States.,2.0
2584,2019-09-23,"What Is ‘Sign in with Apple’ and Should I Use It? : With the release of Apple’s new iPhone operating system, iOS 13, Apple introduced a new way to sign up for accounts in apps and websites, called “Sign in with Apple.” This new alternative sign-in option supposedly protects your privacy more than similar options from Facebook, Google, and Twitter, but it ties you even deeper into...",1.0
2582,2019-09-24,E.U. Court Orders Fiat Chrysler to Pay Back $33 Million in Taxes : The decision to make the automaker repay taxes saved in a deal with Luxembourg offers clues about a similar case against Apple.,0.0
2579,2019-09-25,"How to Make the Most of Apple’s New Privacy Tools in iOS 13 : We tested the new suite of privacy tools in Apple’s latest mobile software, from minimizing location sharing to silencing robocalls.",1.0
2585,2019-09-26,"Why We Upgraded Our Reviews Approach for Apple’s iPhone 11 : While tech reviewers last week encouraged people to upgrade to Apple’s newest phones, The New York Times recommended something different: to cherish the phone you have, and upgrade if you must. Here’s why.",1.0
2577,2019-09-27,Apple Steps Into the Movie Business : Three films acquired by Apple will reach theaters this fall. And the company is working with the studio A24 on producing Sofia Coppola’s next movie.,1.0
2580,2019-09-28,25 Apple Dessert Recipes Our Readers Love : Make something sweet and seasonal this weekend.,1.0
2586,2019-09-30,"Autumn Chocolates From Maine : Cranberry, maple and apple cider flavors the new bonbons from Bixby & Co. in Rockland, Me.",1.0
2587,2019-10-09,Chinese Media’s Attacks on Apple and N.B.A. Help Inflame Nationalism : Outlets are trying to intimidate multinational companies into toeing the party line while Beijing tries to rein in the Hong Kong protests.,0.0
2596,2019-10-09,"The Best Apple Wireless Charging Stations for Multiple Devices : If you’re in the Apple ecosystem, there’s a good chance you’re all in: iPhone, Apple Watch, and AirPods. One way to keep each of these devices powered is to run three cords to three adapters—but the best way is to use a single charging station. If you have an older iPhone, Mophie’s 3-in-1 Wireless Charging...",1.0
2588,2019-10-10,"Apple Removes App That Helps Hong Kong Protesters Track the Police : Apple said it was removing the HKmap.live app, which was criticized by Chinese state media, because the Hong Kong authorities said protesters used it to attack the police.",0.0
2595,2019-10-10,Apple Gives Way to Pressure From Beijing : The tech giant removed an app after facing criticism from China’s state media that it was being used to target and ambush police officers in Hong Kong.,0.0
2601,2019-10-15,Hong Kong Protesters Are Targeting Starbucks. Apple Could Be Next. : Pro-democracy demonstrators have begun singling out companies that they consider enemies of their movement. Vandalism and calls for boycotts have followed.,0.0
2597,2019-10-18,"In House Antitrust Hearing, Lawmakers Focus on Harms to Privacy : Members of Congress questioned whether the power of Facebook, Google, Apple and Amazon could hurt consumer privacy.",0.0
2605,2019-10-20,"Macy Lao, Kyle Hagan : The couple met six years ago on OkCupid. They married in North Branch, N.Y.",1.0
2616,2019-10-21,"Pixel 4 Review: Google Needs to Do More to Stand Out : The new Pixel 4 is a solid higher-end phone. But dollar for dollar, it pales against the latest iPhones and Galaxy devices. Here’s why.",0.0
2612,2019-10-22,"China Sharpens Hacking to Hound Its Minorities, Far and Wide : New, more sophisticated attacks are targeting Uighurs’ phones — even iPhones and even abroad, security researchers say. They warn that foreigners could be next.",0.0
2609,2019-10-24,"16 Useful Gems in Apple’s New iOS 13 : iOS 13, Apple’s new operating system for the iPhone, comes with tons of new tools under the hood. Here are some of the most helpful.",1.0
2607,2019-10-30,"Apple Enters Show Business With a Black-Carpet Premiere : Apple TV Plus arrives Friday with “The Morning Show,” starring Reese Witherspoon and Jennifer Aniston, as its flagship streaming program.",1.0
2610,2019-10-30,"Review: Apple’s ‘Morning Show’? Wait for the Upgrade : The marquee offering of the tech giant’s new streaming service comes in a shiny package, but the parts don’t quite mesh.",0.0
2608,2019-10-30,"Apple Offers Upbeat Forecast While Profit Continues to Fall : The company said its profit dropped 3.1 percent from a year ago, but there are early hints that new iPhones are selling well heading into the holidays.",0.0
2617,2019-10-31,"Apple TV Plus: More Than ‘The Morning Show’ : The star-studded news drama has received most of the attention, but there are other shows, too. Here’s what we think of “Dickinson,” “For All Mankind” and “See.”",1.0
2629,2019-11-01,Behind Apple’s ‘Slow-Roll’ Marketing Push for Its New Streaming Service : The company is spending more to promote the iPhone than it is on ads for ‘The Morning Show’ and other programs on Apple TV Plus.,1.0
2628,2019-11-04,Apple Commits $2.5 Billion to Ease California Housing Crunch : The plan includes $1 billion for an affordable housing investment fund as well as an effort to help first-time buyers.,2.0
2630,2019-11-04,"Review: The Big Apple Circus Still Delivers : Sure, there’s some awkward innuendo. But that doesn’t spoil the annual thrill of seeing a troupe so effortlessly diverse, international and adept.",1.0
2632,2019-11-06,"Why $4.5 Billion From Big Tech Won’t End California Housing Crisis : Efforts by Apple, Facebook and Google to address the California housing crunch must contend with the forces that created it.",1.0
2627,2019-11-10,Apple Card Investigated After Gender Discrimination Complaints : A prominent software developer said on Twitter that the credit card was “sexist” against women applying for credit.,0.0
2639,2019-11-12,"Richard Plepler, Former HBO Boss, Is Close to Apple Deal : The executive, known as an Emmy magnet before leaving HBO in February, is in talks to make shows for a new streaming service.",1.0
2637,2019-11-14,Apple’s Reach Reshapes Medical Research : The company’s tools enable researchers to track huge numbers of people. But doctors do not yet know if it will significantly improve health outcomes.,1.0
2638,2019-11-15,"Apple to Ban Vaping Apps From Its Store : A respiratory condition linked to vaping has caused more than 40 deaths and over 2,000 illnesses, according to United States health authorities.",0.0
2640,2019-11-19,Apple TV Plus and Disney Plus: What Shows Are Worth Watching? : The initial lineups of original shows on the two streaming services are hit-and-miss. But here are five worth checking out.,1.0
2649,2019-11-21,"Trump’s Bizarre Apple Factory Visit : President Trump didn’t rule out exempting Apple from tariffs, while the company’s C.E.O., Tim Cook, stood in silence as the president made inaccurate claims about the firm.",0.0
2650,2019-11-21,"Apple Pulls Samuel L. Jackson Movie From Festival, Citing ‘Concerns’ : “The Banker,” one of the tech giant’s first forays into film, was a day away from its premiere at AFI Fest in Los Angeles.",0.0
2651,2019-11-21,"No, That Mac Factory in Texas Is Not New : President Trump said on Wednesday that he opened a facility that makes computers for Apple. It’s been operating since 2013.",1.0
2652,2019-11-21,"Trump Floats Tariff Exclusions for Apple at Texas Manufacturing Plant : The president suggested that a trade deal with China remains some distance off, but said he would “look into” Apple receiving exemptions from more tariffs.",1.0
2647,2019-11-22,The Apple Watch Series 5. A Love or Hate Relationship. : Two critics debate their (opposite) views of the smartwatch’s newest model.,1.0
2648,2019-11-28,"Apple, Bowing to Russian Pressure, Recognizes Crimea Annexation on Map : The tech giant, following Google and others, has bowed to Russian demands that its apps not show Crimea as belonging to Ukraine on digital maps seen in Russia.",0.0
2653,2019-11-28,"Review: M. Night Shyamalan’s Thanksgiving Feast of Twists : “Servant,” on Apple TV Plus, offers his usual tasting menu of surprises, starting with an unusually quiet baby.",1.0
2654,2019-11-30,Don’t Blame Tech Bros for the Housing Crisis : Rising housing costs predate the tech bubble. And it will take more than Apple and Facebook’s billions to fix it.,1.0
2661,2019-12-01,"The Best Movies and TV Shows Coming to Netflix, Apple TV Plus and More in December : Every month, subscription streaming services add a new batch of titles to their libraries. Here are our picks for December.",1.0
2657,2019-12-02,"Fire Blight Spreads Northward, Threatening Apple Orchards : Growers in northern states are combating virulent outbreaks of a disease as seasons grow warmer, orchards have been reconfigured for higher yields and new varieties may be more vulnerable.",0.0
2658,2019-12-06,"Why Apple Scrapped the Release of Its Oscar Contender, ‘The Banker’ : A fact-based story starring Samuel L. Jackson and Anthony Mackie was supposed to hit theaters Friday. Then a complaint by a relative of the film’s hero gave Apple second thoughts.",0.0
2662,2019-12-07,"Help! I am Allergic to Apples and Was Kicked Off a Plane : In this week’s Tripped Up column, Sarah Firshein investigates the rights that airplane passengers with allergies have when flying. (Not as many as they should.)",1.0
2665,2019-12-09,"‘Marriage Story’ and ‘The Irishman’ Propel Netflix to Most Golden Globe Nominations : Streaming services had a big day with Netflix leading the TV and film categories. Apple’s centerpiece series, “The Morning Show,” and its two stars all received nominations.",2.0
2668,2019-12-11,"Apple AirPods Pro Review: The ‘Hearable’ at Its Best : At $249, Apple’s noise-canceling wireless earbuds are a strong contender in the high-end earphones market.",2.0
2667,2019-12-13,"How the Big Apple Circus Ringmaster Spends Her Sundays : It’s a two-show day for Storm Marrero, who commutes from the Bronx before suiting up in sequins and singing Celia Cruz.",1.0
2670,2019-12-20,"The Playlist: Taylor Swift’s Nostalgic Tune, and 12 More Holiday Songs : Hear new seasonal tracks by Blink-182, Keith Urban, Macklemore and others.",1.0
2680,2019-12-24,Chuck Peddle Dies at 82; His $25 Chip Helped Start the PC Age : His invention brought digital technology to a new breed of consumer devices and powered early Apple and Commodore computers.,2.0
2679,2019-12-26,"The Watch Is Smart, but It Can’t Replace Your Doctor : Apple has been advertising its watch’s ability to detect atrial fibrillation. The reality doesn’t quite live up to the promise.",0.0
2686,2019-12-27,Stocks Are on the Verge of the Best Year Since 1997 : Three Federal Reserve rate cuts and a rally in huge tech stocks like Apple have helped lift the S&P 500 by 29 percent so far in 2019.,2.0
2692,2020-01-02,"Apple Deal Returns Former HBO Boss Richard Plepler to Spotlight : Ten months after he chafed under AT&T’s takeover of the network, he reboots himself as a producer in a five-year deal with Apple TV Plus.",2.0
2693,2020-01-02,"The Best Movies and TV Shows Coming to Netflix, Apple TV Plus and More in January : Every month, subscription streaming services add a new batch of titles to their libraries. Here are our picks for January.",1.0
2696,2020-01-05,"Silicon Valley’s Newest Rival: The Banks of the Hudson : Amazon, Apple, Facebook and Google will soon have 20,000 workers in New York City, many in offices on the West Side.",1.0
2691,2020-01-07,F.B.I. Asks Apple to Help Unlock Two iPhones : The request could reignite a fight between the Silicon Valley giant and law enforcement over access to encrypted technology.,1.0
2699,2020-01-09,"Peak TV Hits a New Peak, With 532 Scripted Shows : The number of original series continued to swell in 2019, with Apple and Disney adding to the glut. When will the bubble pop?",1.0
2706,2020-01-13,"Barr Asks Apple to Unlock Pensacola Killer’s Phones, Setting Up Clash : The request set up a collision between law enforcement and big technology firms in the latest battle over privacy and security.",0.0
2704,2020-01-13,"Barr Accuses Apple of Giving No ‘Substantive Assistance’ in Pensacola Investigation : Attorney General William P. Barr is pushing Apple to unlock the phones of the gunman behind a deadly shooting at a naval air station in Pensacola, Fla.",0.0
2703,2020-01-14,"Apple Takes a (Cautious) Stand Against Opening a Killer’s iPhones : The Silicon Valley giant is preparing for a legal fight over encryption, even as it works to reduce tensions with the Justice Department.",1.0
2702,2020-01-16,"Delayed by Abuse Claim, Apple’s ‘The Banker’ Gets New Release Date : The film, starring Samuel L. Jackson and Anthony Mackie, was withdrawn after a producer, a son of one of its protagonists, was accused of sexual misconduct.",0.0
2701,2020-01-17,Does the F.B.I. Need Apple to Hack Into iPhones? : There are tools to crack into the phones at the center of a new dispute over encryption. But the F.BI. says it still needs Apple’s aid.,1.0
2708,2020-01-17,"Please Stop Big Tech, Small Rivals Tell Lawmakers : Until Friday, few executives had complained in public about how Google, Apple, Amazon and Facebook hurt their businesses.",0.0
2710,2020-01-17,"Kumail Nanjiani on ‘Little America’ and Hopeful Immigrant Stories : The comic and actor discusses his new anthology series on Apple TV Plus, and why “despite all the issues, I personally do feel optimistic about this country.”",1.0
2707,2020-01-19,"The Week in Business: Hot Topic at Davos : Plus, Apple takes on Trump in a standoff over iPhone privacy.",1.0
2711,2020-01-28,"New iPhones Fuel Strong Profit for Apple : Apple found renewed growth with an increase in phone sales as well as younger products, like the Apple Watch, AirPods and its subscription services.",2.0
2715,2020-01-28,"Why the Iowa Caucuses Are So Important : Protests in the 1960s, a mimeograph machine and a long-shot candidate all contributed to Iowa’s unlikely role in the presidential election process.",1.0
2712,2020-01-29,"How the Coronavirus Could Hurt Apple and Starbucks : Corporations are bracing for the repercussions of the outbreak, with major retailers closing stores and airlines cutting flights to and from the country.",0.0
2713,2020-01-31,Richard Plepler and Josh Tyrangiel May Revive Their HBO Act for Apple : The former boss of the premium cable network is in talks with a former Vice Media executive about making documentaries.,1.0
2728,2020-02-07,What’s on TV Friday: ‘Timmy Failure’ and ‘Mythic Quest’ : A family movie from the director Tom McCarthy debuts on Disney Plus. And a new comedy series hits Apple TV Plus.,1.0
2738,2020-02-11,"F.T.C. Broadens Review of Tech Giants, Homing In on Their Deals : The agency ordered Amazon, Apple, Facebook, Alphabet and Microsoft to turn over a decade’s worth of information on small acquisitions.",1.0
2737,2020-02-12,"He’s Stared Down Activists and Apple, and Is Still in Charge : After a career spent working on “very important backup plans,” Steve Mollenkopf has steered Qualcomm through one rough patch after another.",2.0
2731,2020-02-17,"Apple Signals Coronavirus’s Threat to Global Businesses : Supply is a problem, the company warned, as factories slowly reopen in China, and demand is down, too, with stores there still mostly closed.",0.0
2739,2020-02-18,"Walmart Says It’s Not Lowering Forecast Because of Coronavirus : The world’s largest retailer said it would continue to monitor the outbreak but was not adjusting its outlook for the year, a day after Apple warned of a slowdown.",1.0
2741,2020-02-21,"The Week in Tech: Coronavirus Hits Apple’s Financial Forecast : The iPhone maker, which depends on both factories and consumers in China, could be a bellwether for other big tech companies.",0.0
2744,2020-02-26,"Microsoft Issues Financial Warning Because of Coronavirus : The tech giant said the virus was causing issues with its supply chain, about a week after Apple said it was facing similar problems.",0.0
2752,2020-03-02,Apple Agrees to Pay Some iPhone Owners $25 Each : A settlement for as much as $500 million would resolve a lawsuit accusing Apple of slowing old iPhones as it released new ones.,0.0
2756,2020-03-04,"Get the Most Out of Your Fancy Smartphone Camera : The latest Apple and Google models have software that automatically enhances your photos, but you can also take control to get your perfect shot.",1.0
2751,2020-03-04,"French as Apple Pie : This cross between a galette and a pie is hearty enough for two, but you’ll be forgiven if you eat it all yourself.",1.0
2760,2020-03-05,"Women’s Unpaid Labor is Worth $10,900,000,000,000 : That’s more than the combined revenue of Apple, Amazon and Walmart. Way more.",0.0
2757,2020-03-06,"On ‘Oprah’s Book Club,’ ‘American Dirt’ Author Faces Criticism : Jeanine Cummins, whose novel about a Mexican woman and her son ignited a backlash, heard from some of her detractors in an episode that Apple TV Plus began streaming Friday.",1.0
2762,2020-03-14,"Apple Closes Most of Its Stores for 2 Weeks : The tech giant, which will keep its stores in the China region open, becomes one of the first retailers to shut its doors in an effort to halt the spread of the coronavirus.",0.0
2764,2020-03-14,"People Are Loving This Apple Pie : Pork noodle soup, chicken Vesuvio, and more recipes.",1.0
2761,2020-03-16,France Fines Apple $1.2 Billion for Antitrust Issues : The fine comes as the iPhone maker deals with the impact of the coronavirus pandemic.,0.0
2765,2020-03-16,"Apple Stores Are Closed. Here’s How to Get Your Gear Fixed in the Meantime. : With the coronavirus pandemic and its attendant precautions engulfing nearly every aspect of life the world over, Apple took the unprecedented move over the weekend to close all of its retail stores (except for those in China) until at least March 27. That means if you need to get your iPhone’s smashed screen fixed or...",0.0
2770,2020-03-20,"What’s on TV Friday: ‘The Banker’ and ‘Blow the Man Down’ : Samuel L. Jackson and Anthony Mackie star in a historical drama on Apple TV Plus. And “Blow the Man Down” brings sex, death and seafood to Amazon.",1.0
2774,2020-03-22,"Trump Bets Business Will Answer Call to Fight Virus, but Strategy Bewilders Firms : It remains unclear if the effort to enlist companies like General Motors, Apple and Hanes constitutes an effective strategy.",1.0
2771,2020-03-23,Trump Administration Gives Apple More Tariff Relief : Trade officials approved the company’s request to remove tariffs on the Apple Watch.,2.0
2772,2020-03-23,"There Is a Racial Divide in Speech-Recognition Systems, Researchers Say : Technology from Amazon, Apple, Google, IBM and Microsoft misidentified 35 percent of words from people who were black. White people fared much better.",0.0
2779,2020-03-30,"You Deserve a Good Lunch : Step away for half an hour today, if you can, and make yourself a turkey and apple sandwich, an easy pea soup or an omelet, using Jacques Pépin’s technique.",1.0
2782,2020-04-02,"Review: In Apple’s ‘Home Before Dark,’ a True Cub Reporter : Brooklynn Prince of “The Florida Project” plays a crusading journalist who happens to be 9 years old in a family drama based on a real-life story of precociousness.",1.0
2781,2020-04-10,Apple and Google Team Up to ‘Contact Trace’ the Coronavirus : The technology giants said they would embed a feature in iPhones and Android devices to enable users to track infected people they’d come close to.,1.0
2792,2020-04-15,"Fiona Apple’s Essential Songs : In anticipation of “Fetch the Bolt Cutters,” her first new album in almost a decade, hear a quick trip through some of her best tracks.",1.0
2793,2020-04-15,Why Apple’s New Phone Doesn’t Matter : New smartphones have become like refrigerators. They’re just not that exciting.,1.0
2794,2020-04-15,"Apple, in a Virtual Unveiling, Introduces a $399 iPhone : The new iPhone SE has the design of an older generation of iPhones, with the same computing power as newer ones.",2.0
2791,2020-04-17,"Fiona Apple Is Back and Unbound: Let’s Discuss : “Fetch the Bolt Cutters,” the singer and songwriter’s first album since 2012, is a bold, cathartic, challenging masterpiece. Our critics have a lot to say about it.",1.0
2798,2020-04-19,"Coronavirus, Testing, Fiona Apple: Your Weekend Briefing : Here’s what you need to know about the week’s top stories.",1.0
2803,2020-04-21,Why Apple’s iPad Is the Gadget of the Pandemic : Shelter-in-place orders have transformed the tablet computer from a superfluous device into a must-have.,2.0
2809,2020-04-23,"Review: ‘Defending Jacob’ Asks, Could Our Son Be a Killer? : An Apple TV Plus mini-series with a stellar cast also raises another question: Does everything need to be this long?",1.0
2802,2020-04-30,"The Triumphant Return of Fiona Apple, Pop Music Renegade : A conversation about everything “Fetch the Bolt Cutters” and beyond.",1.0
2801,2020-04-30,"Apple’s First-Quarter Sales Are Up Despite Coronavirus Slowdown : The tech giant signaled confidence by announcing another big stock buyback, but it declined to forecast sales for the current quarter.",2.0
2804,2020-04-30,"The F.B.I.’s Director, a Critic of Strong Encryption, Once Defended It : Christopher Wray has said tough encryption offered by companies like Facebook and Apple blinds law enforcement. But his law firm defended it five years ago.",1.0
2816,2020-05-01,"Fiona Ex Machina : Fiona Apple blows our minds, again.",1.0
2811,2020-05-06,"Apple iPhone SE Review: A Superb Smartphone for a Humble Price : For $399, this smartphone hits the high notes: speedy, a great camera and a nice screen. Took long enough, didn’t it?",2.0
2813,2020-05-07,"Eager to Corral the Coronavirus, U.K. Tests a Disputed Tracing App : The British government’s tool to track infected people puts it at odds with Apple and Google on privacy.",1.0
2814,2020-05-07,"Your iPhone Costs Too Much : It’s a failure that all the energy and marketing muscle goes to the Lexus of smartphones, not the Corollas. This is starting to change.",0.0
2831,2020-05-21,To Compare an Apple to a Submarine : Perchance to dream?,1.0
2836,2020-05-22,Beyond Rotten Apples: The Colombian Military Intelligence Needs to Be Reformed : Spying on journalists and government critics has become commonplace in Colombia.,0.0
2843,2020-06-01,"How Zane Lowe Became Pop’s Unofficial Therapist : The D.J.’s interviews on Apple’s Beats 1 have gone from promotional stops to opportunities for deep thoughts, anchored by an impulse to share his own story.",1.0
2841,2020-06-10,5 on the Apple Watch at 5 : Specialists describe the device’s impact on the watch world — and on our lives.,1.0
2854,2020-06-16,"Apple’s App Store Draws Antitrust Scrutiny in European Union : After complaints from rivals including Spotify, European authorities will investigate Apple’s App Store.",0.0
2856,2020-06-17,The Internet’s Most Censored Space : Apple’s app store shows we can be fine with digital zones that ditch the myth of free expression.,1.0
2852,2020-06-18,"Apple Rejects Facebook’s Gaming App, for at Least the Fifth Time : Apple has repeatedly denied Facebook’s new Gaming app from appearing in its App Store, citing its own rules.",0.0
2857,2020-06-18,"Britain Didn’t Want Silicon Valley’s Help on a Tracing App. Now It Does. : Months after other countries, Britain will now use technology provided by Apple and Google to build a contact-tracing app.",1.0
2853,2020-06-19,Is It Finally Hammer Time for Apple and Its App Store? : The outcome of the company’s latest scuffle could have a lasting impact on the power dynamic between Big Tech and the rest of us.,1.0
2851,2020-06-19,"After 15 Years, Apple Prepares to Break Up With Intel : Apple could announce plans as soon as Monday to replace Intel processors in Macs with chips that it designed itself.",1.0
2867,2020-06-21,Policing Is Doing What It Was Meant to Do. That’s the Problem. : Blaming racist violence on “bad apples” misses the point.,1.0
2862,2020-06-22,"Apple to Ditch Intel Chips in Macs as It Consolidates Its Power : The move, announced in the live-streamed start to the company’s conference for developers, marks the end of a 15-year partnership.",0.0
2863,2020-06-23,Apple Announces New Privacy Features : Apple says it will make it tougher for apps to track you. It will also help you wash your hands.,1.0
2861,2020-06-29,The New York Times Pulls Out of Apple News : The Times said Apple News did not align with its strategy of building direct relationships with paying readers.,0.0
2866,2020-06-30,"You Shouldn’t Still Be Buying Intel-based Macs : There are only a few Apple computers left that come with Intel processors, and most people shouldn’t buy them. In November 2020, Apple began making a big change to its Mac lineup. Although Macs have used processors from Intel since 2006, new Macs from here on out will feature Apple-designed chips like the ones in...",0.0
2874,2020-07-01,"Four Top Tech C.E.O.s Will Testify in Antitrust Inquiry, Panel Says : The hearing this month would be a central moment in the continuing backlash against the power of Amazon, Facebook, Alphabet and Apple.",0.0
2875,2020-07-02,"Here Come the 4 Horsemen of the Techopolypse : What will happen when the leaders of Apple, Google, Facebook and Amazon appear before Congress? We are about to find out.",1.0
2877,2020-07-02,"Review: Apple-Picking Time Again, in ‘And So We Come Forth’ : Richard Nelson’s fictional family returns, but for the first time this drama of connection in the age of American bewilderment feels smaller than life.",1.0
2871,2020-07-08,"Review: ‘Little Voice’ Is a Twee Musical Fairy Tale : If you’re looking for something earnest and coronavirus-free, the Apple TV+ series from Sara Bareilles and Jessie Nelson may be perfectly timed.",1.0
2886,2020-07-11,"Business Leaders Urge Trump to Leave DACA Alone After Court Ruling : Executives with companies including Target, Apple, Google and Facebook warned the president that any actions related to DACA would disrupt the economy and affect the battle against the coronavirus.",0.0
2890,2020-07-15,"Buying tech stocks is the ‘most crowded’ trade in history. : For the past 25 years, Bank of America has surveyed fund managers about how they are positioning their portfolios. When a consensus emerges, the bank’s pollsters say, investors generally profit by betting against it, according to today’s DealBook newsletter.",0.0
2881,2020-07-15,Apple Scores Legal Victory Against $14.9 Billion E.U. Tax Demand : The decision is a setback for European efforts to clamp down on what the authorities there believe is anticompetitive behavior.,0.0
2889,2020-07-16,What’s on TV Thursday: ‘Brave New World’ and ‘Little Voice’ : An adaptation of “Brave New World” is on the new streaming service Peacock. And a dramedy series about a young musician is on Apple TV+.,1.0
2883,2020-07-20,"U.S. Imposes Sanctions on 11 Chinese Companies Over Human Rights : The move, which affects suppliers to major international brands such as Apple, Ralph Lauren and Tommy Hilfiger, could force companies to sever some ties to China.",0.0
2891,2020-07-28,"Their Businesses Went Virtual. Then Apple Wanted a Cut. : After Airbnb and ClassPass began selling virtual classes because of the pandemic, Apple tried to collect its commission on the sales.",0.0
2892,2020-07-28,"Amazon, Apple, Facebook and Google Prepare for Their ‘Big Tobacco Moment’ : The tech C.E.O.s will appear together at a congressional hearing on Wednesday to argue that their companies do not stifle competition.",1.0
2900,2020-07-29,"Lawmakers, United in Their Ire, Lash Out at Big Tech’s Leaders : The chiefs of Amazon, Apple, Google and Facebook faced withering questions from Democrats about anti-competitive practices and from Republicans about anti-conservative bias.",0.0
2893,2020-07-29,"Watch Live: Tech C.E.O.s Testify Before Congress : Jeff Bezos of Amazon, Tim Cook of Apple, Mark Zuckerberg of Facebook and Sundar Pichai of Google will answer questions from House lawmakers about their business practices.",1.0
2896,2020-07-30,"‘This Is a New Phase’: Europe Shifts Tactics to Limit Tech’s Power : The region’s lawmakers and regulators are taking direct aim at Amazon, Facebook, Google and Apple in a series of proposed laws.",1.0
2898,2020-07-31,"I Tried to Live Without the Tech Giants. It Was Impossible. : As lawmakers debate whether Apple, Google, Facebook, and Amazon are monopolies, a reporter recalls her attempt to avoid interacting with the companies.",1.0
2905,2020-08-02,"Apple Fire Leads to Evacuation Order for 7,000 in California : The wildfire, near the San Bernardino National Forest east of Los Angeles, was burning out of control on Monday.",0.0
2906,2020-08-02,"Wildfire Scorches 20,000 Acres in California : The Apple Fire started on Friday and has since burned about 20,000 acres 75 miles east of Los Angeles.",0.0
2901,2020-08-04,"Apple Replaces Phil Schiller as Its Top Marketing Executive : Mr. Schiller will be replaced by Greg Joswiak, a longtime executive at the company.",1.0
2909,2020-08-07,"Trump takes aim at WeChat, China’s bridge to the world. : Late Thursday, the Trump administration issued an executive order that could pull WeChat, China’s most important app, from Apple and Google stores across the world and prevent American companies from doing business with its parent company, Tencent. Light on details, the decree could prove cosmetic, crushing or something in between.",0.0
2902,2020-08-07,"Facebook Gaming Finally Clears Apple Hurdle, Arriving in App Store : Saying Apple forced changes during months of rejection, the social network is releasing a version for iPhone and iPad users today.",2.0
2903,2020-08-10,"Big Tech Makes Inroads With the Biden Campaign : While Joe Biden has criticized the largest tech companies, his campaign and transition teams have welcomed allies of Facebook, Google, Amazon and Apple onto its staff and policy groups.",1.0
2911,2020-08-13,"Fortnite Creator Sues Apple and Google After Ban From App Stores : Epic Games, the maker of the popular game, provoked the tech giants by violating their policies, then released a social media campaign and lawsuits to confront them.",0.0
2920,2020-08-14,"An Epic Battle : A gutsy gambit by the maker of Fortnite, which is locked in a fight with Apple and Google.",1.0
2919,2020-08-14,"A Steal Might Actually Be a Raw Deal : Netflix, Apple and the rest must figure out what bundles we love, and which we’ll grow to hate.",0.0
